#Firmware: MS2/Extra 3.4.4 release  20201006 18:17BST(c)KC/JSM/JB    uS
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
Flag,Flag,Flag,Flag,ms,ms
1.0,1.0,0.0,0.0,8.48892,1546.5052
1.0,1.0,0.0,0.0,8.54634,1555.0516
1.0,1.0,0.0,0.0,8.38068,1563.4324
1.0,1.0,0.0,0.0,8.7846,1572.2169
1.0,1.0,0.0,0.0,9.0255,1581.2424
1.0,1.0,0.0,0.0,9.76008,1591.0026
1.0,1.0,0.0,0.0,10.39566,1601.3982
1.0,1.0,0.0,0.0,12.37104,1613.7693
1.0,1.0,0.0,0.0,15.55818,1629.3275
1.0,1.0,0.0,0.0,21.0309,1650.3584
1.0,1.0,0.0,0.0,29.53962,1679.8981
1.0,1.0,0.0,0.0,37.94274,1717.8408
1.0,1.0,0.0,0.0,14.13984,1731.9807
1.0,1.0,0.0,0.0,10.49202,1742.4728
1.0,1.0,0.0,0.0,9.65712,1752.1299
1.0,1.0,0.0,0.0,8.95356,1761.0835
1.0,1.0,0.0,0.0,8.78658,1769.8701
1.0,1.0,0.0,0.0,8.58066,1778.4508
1.0,1.0,0.0,0.0,8.60112,1787.0519
1.0,1.0,0.0,0.0,8.66844,1795.7203
1.0,1.0,0.0,0.0,8.7945,1804.5149
1.0,1.0,0.0,0.0,9.11196,1813.6268
1.0,1.0,0.0,0.0,9.63072,1823.2576
1.0,1.0,0.0,0.0,10.51512,1833.7727
1.0,1.0,0.0,0.0,11.86944,1845.6421
1.0,1.0,0.0,0.0,14.04546,1859.6875
1.0,1.0,0.0,0.0,17.4471,1877.1346
1.0,1.0,0.0,0.0,18.99546,1896.1301
1.0,1.0,0.0,0.0,16.92702,1913.0571
1.0,1.0,0.0,0.0,13.67916,1926.7363
1.0,1.0,0.0,0.0,11.82852,1938.5648
1.0,1.0,0.0,0.0,10.73886,1949.3037
1.0,1.0,0.0,0.0,10.08678,1959.3905
1.0,1.0,0.0,0.0,9.66372,1969.0542
1.0,1.0,0.0,0.0,9.5568,1978.611
1.0,1.0,0.0,0.0,9.45384,1988.0648
1.0,1.0,0.0,0.0,9.61224,1997.677
1.0,1.0,0.0,0.0,9.54426,2007.2213
1.0,1.0,0.0,0.0,10.07886,2017.3002
1.0,1.0,0.0,0.0,10.45572,2027.7559
1.0,1.0,0.0,0.0,11.26092,2039.0167
1.0,1.0,0.0,0.0,12.47268,2051.4895
1.0,1.0,0.0,0.0,14.88432,2066.3738
1.0,1.0,0.0,0.0,19.11822,2085.492
1.0,1.0,0.0,0.0,34.76484,2120.2568
1.0,1.0,0.0,0.0,37.35666,2157.6135
1.0,1.0,0.0,0.0,38.11962,2195.7332
1.0,1.0,0.0,0.0,13.66992,2209.403
1.0,1.0,0.0,0.0,10.263,2219.666
1.0,1.0,0.0,0.0,9.5172,2229.183
1.0,1.0,0.0,0.0,8.91396,2238.0972
1.0,1.0,0.0,0.0,8.59782,2246.695
1.0,1.0,0.0,0.0,8.48826,2255.1833
1.0,1.0,0.0,0.0,8.5272,2263.7104
1.0,1.0,0.0,0.0,8.66316,2272.3735
1.0,1.0,0.0,0.0,8.87898,2281.2524
1.0,1.0,0.0,0.0,9.0288,2290.2812
1.0,1.0,0.0,0.0,9.78054,2300.0618
1.0,1.0,0.0,0.0,10.88802,2310.9497
1.0,1.0,0.0,0.0,12.55848,2323.5083
1.0,1.0,0.0,0.0,17.04384,2340.5522
1.0,1.0,0.0,0.0,31.71036,2372.2627
1.0,1.0,0.0,0.0,65.79342,2438.0562
1.0,1.0,0.0,0.0,31.4985,2469.5547
1.0,1.0,0.0,0.0,17.77908,2487.3337
1.0,1.0,0.0,0.0,13.02972,2500.3635
1.0,1.0,0.0,0.0,11.07216,2511.4358
1.0,1.0,0.0,0.0,9.94356,2521.3794
1.0,1.0,0.0,0.0,9.28884,2530.6682
1.0,1.0,0.0,0.0,9.03276,2539.701
1.0,1.0,0.0,0.0,8.87832,2548.5793
1.0,1.0,0.0,0.0,8.90472,2557.4841
1.0,1.0,0.0,0.0,9.04992,2566.534
1.0,1.0,0.0,0.0,9.02616,2575.56
1.0,1.0,0.0,0.0,9.61356,2585.1736
1.0,1.0,0.0,0.0,10.31184,2595.4854
1.0,1.0,0.0,0.0,11.27214,2606.7576
1.0,1.0,0.0,0.0,13.68444,2620.442
1.0,1.0,0.0,0.0,18.19026,2638.632
1.0,1.0,0.0,0.0,30.73422,2669.3662
1.0,1.0,0.0,0.0,45.73338,2715.0996
1.0,1.0,0.0,0.0,42.8703,2757.97
1.0,1.0,0.0,0.0,14.80644,2772.7764
1.0,1.0,0.0,0.0,11.19492,2783.9712
1.0,1.0,0.0,0.0,10.065,2794.0361
1.0,1.0,0.0,0.0,9.53634,2803.5725
1.0,1.0,0.0,0.0,9.22416,2812.7966
1.0,1.0,0.0,0.0,8.99184,2821.7886
1.0,1.0,0.0,0.0,9.18918,2830.9778
1.0,1.0,0.0,0.0,9.13242,2840.11
1.0,1.0,0.0,0.0,9.49674,2849.607
1.0,1.0,0.0,0.0,9.76998,2859.377
1.0,1.0,0.0,0.0,10.36398,2869.741
1.0,1.0,0.0,0.0,11.61996,2881.3608
1.0,1.0,0.0,0.0,13.17558,2894.5364
1.0,1.0,0.0,0.0,16.24656,2910.783
1.0,1.0,0.0,0.0,20.9253,2931.7083
1.0,1.0,0.0,0.0,22.12122,2953.8296
1.0,1.0,0.0,0.0,18.49848,2972.3281
1.0,1.0,0.0,0.0,14.37612,2986.7043
1.0,1.0,0.0,0.0,12.22716,2998.9314
1.0,1.0,0.0,0.0,11.0913,3010.0227
1.0,1.0,0.0,0.0,10.35672,3020.3794
1.0,1.0,0.0,0.0,10.0485,3030.428
1.0,1.0,0.0,0.0,9.73896,3040.167
1.0,1.0,0.0,0.0,9.76536,3049.9324
1.0,1.0,0.0,0.0,9.93696,3059.8694
1.0,1.0,0.0,0.0,9.89868,3069.768
1.0,1.0,0.0,0.0,10.37124,3080.1394
1.0,1.0,0.0,0.0,10.8867,3091.0261
